population,short.description,year,group,total,flag_for_publishing,total.low.CI,total.high.CI,male,male_flag_for_publishing,male.low.CI,male.high.CI,female,female_flag_for_publishing,female.low.CI,female.high.CI,estimated.number,estimated.number.low.CI,estimated.number.high.CI
adults,Unmet need for specialist due to dislike of treatment (total population),2021,35-44,0.5,e,0.2,1.2,NA,S,NA,NA,0.8,e,0.2,2.1,4000,1000,7000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,45-54,0.7,e,0.2,1.6,0.6,e,0.1,1.8,0.8,e,0.1,2.4,4000,1000,8000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,55-64,0.5,e,0.2,0.9,0.5,e,0.1,1.4,0.4,e,0.1,1.1,3000,1000,5000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,65-74,0,,NA,NA,0,,NA,NA,0,,NA,NA,0,0,0
adults,Unmet need for specialist due to dislike of treatment (total population),2021,75+,NA,S,NA,NA,0,,NA,NA,NA,S,NA,NA,NA,NA,NA
adults,Unmet need for specialist due to dislike of treatment (total population),2021,Māori,1.1,e,0.4,2.3,1.6,e,0.4,4.1,0.6,e,0.2,1.5,7000,2000,12000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,Pacific,NA,S,NA,NA,0,,NA,NA,NA,S,NA,NA,NA,NA,NA
adults,Unmet need for specialist due to dislike of treatment (total population),2021,Asian,0,,NA,NA,0,,NA,NA,0,,NA,NA,0,0,0
adults,Unmet need for specialist due to dislike of treatment (total population),2021,European/Other,0.5,,0.3,0.8,0.3,e,0.1,0.5,0.7,,0.4,1.2,15000,8000,22000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,Quintile 1,0,,0,0.2,0,,NA,NA,NA,S,NA,NA,0,0,1000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,Quintile 2,0.4,e,0.1,1.1,0.4,e,0.1,1.3,0.5,e,0.1,1.4,4000,0,7000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,Quintile 3,0.5,e,0.2,1.2,NA,S,NA,NA,0.8,e,0.2,2,4000,1000,8000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,Quintile 4,0.6,e,0.1,1.6,NA,S,NA,NA,0.9,e,0.2,2.9,5000,0,10000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,Quintile 5,0.9,e,0.3,2,1.1,e,0.2,2.9,0.8,e,0.1,2.6,7000,1000,14000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,Non-disabled,0.5,,0.3,0.8,0.3,e,0.1,0.6,0.7,,0.3,1.2,17000,9000,26000
adults,Unmet need for specialist due to dislike of treatment (total population),2021,Disabled,0.9,e,0.3,1.9,1.4,e,0.4,3.7,0.3,e,0,1.3,3000,1000,6000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Total,0.9,,0.6,1.4,0.7,,0.3,1.3,1.2,,0.6,2,20000,12000,29000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,15-24,2,e,0.5,5.3,0.8,e,0.1,3.1,3.1,e,0.5,9.3,5000,0,11000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,25-34,1.3,e,0.2,4.6,NA,S,NA,NA,1.2,e,0,6,4000,0,10000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,35-44,1,e,0.3,2.4,NA,S,NA,NA,1.5,e,0.4,3.7,4000,1000,7000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,45-54,1.1,e,0.4,2.7,1,e,0.2,3.1,1.3,e,0.2,3.9,4000,1000,8000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,55-64,0.7,e,0.3,1.5,0.8,e,0.2,2.3,0.7,e,0.2,1.9,3000,1000,5000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,65-74,0,,NA,NA,0,,NA,NA,0,,NA,NA,0,0,0
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,75+,NA,S,NA,NA,0,,NA,NA,NA,S,NA,NA,NA,NA,NA
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Māori,2.1,e,0.8,4.3,3,e,0.8,7.7,1.2,e,0.4,2.8,7000,2000,12000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Pacific,NA,S,NA,NA,0,,NA,NA,NA,S,NA,NA,NA,NA,NA
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Asian,0,,NA,NA,0,,NA,NA,0,,NA,NA,0,0,0
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,European/Other,0.8,,0.5,1.3,0.5,e,0.2,0.9,1.2,e,0.6,2.1,15000,8000,22000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Quintile 1,NA,S,NA,NA,0,,NA,NA,NA,S,NA,NA,NA,NA,NA
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Quintile 2,0.8,e,0.3,1.9,0.8,e,0.1,2.6,0.9,e,0.2,2.4,4000,0,7000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Quintile 3,0.9,e,0.3,2.2,NA,S,NA,NA,1.5,e,0.4,3.8,4000,1000,8000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Quintile 4,1.1,e,0.3,3.1,NA,S,NA,NA,1.7,e,0.3,5.4,5000,0,10000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Quintile 5,1.9,e,0.7,4.2,2.4,e,0.6,6.5,1.5,e,0.2,5,7000,1000,14000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Non-disabled,0.9,,0.5,1.4,0.5,e,0.1,1.3,1.2,e,0.6,2.2,17000,9000,26000
adults,Unmet need for specialist due to dislike of treatment (of those referred),2021,Disabled,1.3,e,0.5,2.9,2.3,e,0.6,5.9,0.5,e,0.1,1.9,3000,1000,6000
adults,Unmet need for specialist due to work (total population),2021,Total,1.4,,0.9,1.9,1.4,,0.7,2.5,1.4,,0.8,2.1,57000,38000,76000
adults,Unmet need for specialist due to work (total population),2021,15-24,1.1,e,0.3,2.8,NA,S,NA,NA,1.7,e,0.3,5.3,7000,0,14000
adults,Unmet need for specialist due to work (total population),2021,25-34,3,,1.6,5.1,3,e,1.1,6.3,3,e,1,6.6,22000,10000,34000
adults,Unmet need for specialist due to work (total population),2021,35-44,2.1,,1.1,3.6,1.8,e,0.5,4.6,2.3,e,0.9,4.8,14000,6000,21000
adults,Unmet need for specialist due to work (total population),2021,45-54,1.9,e,0.6,4.6,2.7,e,0.4,8.5,1.2,e,0.4,3,13000,1000,24000
adults,Unmet need for specialist due to work (total population),2021,55-64,0.3,e,0.1,0.7,0.4,e,0,1.3,0.2,e,0,0.7,2000,0,4000
adults,Unmet need for specialist due to work (total population),2021,65-74,0,,NA,NA,0,,NA,NA,0,,NA,NA,0,0,0
adults,Unmet need for specialist due to work (total population),2021,75+,0,,NA,NA,0,,NA,NA,0,,NA,NA,0,0,0
adults,Unmet need for specialist due to work (total population),2021,Māori,1.5,e,0.6,3,1.9,e,0.5,5,1.1,e,0.3,2.6,9000,3000,15000
adults,Unmet need for specialist due to work (total population),2021,Pacific,4.4,e,1.6,9.3,3.7,e,0.4,12.9,4.9,e,1.3,12.4,12000,3000,21000
adults,Unmet need for specialist due to work (total population),2021,Asian,NA,S,NA,NA,0.6,e,0,2.7,0,,NA,NA,NA,NA,NA
adults,Unmet need for specialist due to work (total population),2021,European/Other,1.5,,1,2.2,1.5,e,0.7,2.8,1.6,,0.9,2.5,48000,31000,65000
adults,Unmet need for specialist due to work (total population),2021,Quintile 1,0.3,e,0.1,0.7,0.2,e,0,0.7,NA,S,NA,NA,2000,0,4000
adults,Unmet need for specialist due to work (total population),2021,Quintile 2,1.4,e,0.4,3.3,1.9,e,0.4,5.8,0.9,e,0.2,2.6,12000,1000,23000
adults,Unmet need for specialist due to work (total population),2021,Quintile 3,1.2,e,0.3,3,1.6,e,0.2,5.4,0.8,e,0.1,3.4,10000,0,20000
adults,Unmet need for specialist due to work (total population),2021,Quintile 4,1.8,,1,3,1.8,e,0.6,4.3,1.7,e,0.7,3.5,15000,7000,23000
adults,Unmet need for specialist due to work (total population),2021,Quintile 5,2.2,,1.2,3.8,1.4,e,0.4,3.5,3,e,1.3,5.9,18000,9000,28000
adults,Unmet need for specialist due to work (total population),2021,Non-disabled,1.4,,1,2,1.4,,0.7,2.6,1.4,,0.8,2.2,53000,35000,71000
adults,Unmet need for specialist due to work (total population),2021,Disabled,1.1,e,0.4,2.5,0.7,e,0.1,2.4,1.5,e,0.3,4.1,4000,1000,7000
adults,Unmet need for specialist due to work (of those referred),2021,Total,2.6,,1.8,3.6,2.6,e,1.3,4.7,2.5,,1.5,3.8,57000,38000,76000
adults,Unmet need for specialist due to work (of those referred),2021,15-24,2.5,e,0.6,6.6,NA,S,NA,NA,3.8,e,0.7,11.6,7000,0,14000
adults,Unmet need for specialist due to work (of those referred),2021,25-34,7.2,,3.9,12,8.8,e,3.4,18,6.1,e,2.2,12.9,22000,10000,34000
adults,Unmet need for specialist due to work (of those referred),2021,35-44,4,,2.1,7,3.8,e,1.1,9.3,4.2,e,1.7,8.5,14000,6000,21000
adults,Unmet need for specialist due to work (of those referred),2021,45-54,3.3,e,1,7.6,4.6,e,0.7,14.2,2,e,0.6,5,13000,1000,24000
adults,Unmet need for specialist due to work (of those referred),2021,55-64,0.5,e,0.1,1.2,0.6,e,0.1,2.1,0.4,e,0.1,1.2,2000,0,4000
adults,Unmet need for specialist due to work (of those referred),2021,65-74,0,,NA,NA,0,,NA,NA,0,,NA,NA,0,0,0
adults,Unmet need for specialist due to work (of those referred),2021,75+,0,,NA,NA,0,,NA,NA,0,,NA,NA,0,0,0
adults,Unmet need for specialist due to work (of those referred),2021,Māori,2.8,e,1.2,5.5,3.6,e,0.9,9.1,2.1,e,0.6,4.9,9000,3000,15000
adults,Unmet need for specialist due to work (of those referred),2021,Pacific,12.2,e,4.7,24.6,10.6,e,1.1,35,13.5,e,3.7,31.6,12000,3000,21000
adults,Unmet need for specialist due to work (of those referred),2021,Asian,0.8,e,0,3.6,1.8,e,0.1,8.1,0,,NA,NA,2000,0,5000
adults,Unmet need for specialist due to work (of those referred),2021,European/Other,2.6,,1.8,3.8,2.6,e,1.2,4.9,2.6,,1.5,4.3,48000,31000,65000
adults,Unmet need for specialist due to work (of those referred),2021,Quintile 1,0.4,e,0.1,1.2,0.3,e,0,1.2,0.6,e,0,2.3,2000,0,4000
adults,Unmet need for specialist due to work (of those referred),2021,Quintile 2,2.6,e,0.8,6.2,3.8,e,0.6,11.4,1.6,e,0.3,4.7,12000,1000,23000
adults,Unmet need for specialist due to work (of those referred),2021,Quintile 3,2.2,e,0.6,5.6,2.9,e,0.4,9.5,1.6,e,0.1,6.5,10000,0,20000
adults,Unmet need for specialist due to work (of those referred),2021,Quintile 4,3.5,,1.9,5.8,3.9,e,1.3,8.8,3.1,e,1.2,6.5,15000,7000,23000
adults,Unmet need for specialist due to work (of those referred),2021,Quintile 5,4.7,,2.6,7.6,3.3,e,1,7.9,5.8,e,2.5,11.1,18000,9000,28000
adults,Unmet need for specialist due to work (of those referred),2021,Non-disabled,2.7,,1.8,3.8,2.8,,1.4,5,2.5,,1.5,4,53000,35000,71000
adults,Unmet need for specialist due to work (of those referred),2021,Disabled,1.7,e,0.6,3.8,1.1,e,0.1,3.7,2.2,e,0.5,6,4000,1000,7000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Total,1.2,,0.6,2.1,1,e,0.2,2.8,1.4,,0.7,2.5,26000,12000,41000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,15-24,4,e,0.8,11.6,NA,S,NA,NA,3.8,e,0.7,11.4,11000,0,23000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,25-34,1.2,e,0.4,2.8,0,,NA,NA,2.1,e,0.7,4.8,4000,1000,7000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,35-44,NA,S,NA,NA,0,,NA,NA,0.5,e,0,2,NA,NA,NA
adults,Unmet need for specialist due to lack of transport (of those referred),2021,45-54,1,e,0.3,2.3,0.9,e,0.1,3.6,1.1,e,0.3,2.8,4000,1000,7000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,55-64,1.1,e,0.4,2.4,1.4,e,0.3,4,0.7,e,0.1,2.1,4000,1000,7000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,65-74,NA,S,NA,NA,NA,S,NA,NA,0,,NA,NA,NA,NA,NA
adults,Unmet need for specialist due to lack of transport (of those referred),2021,75+,1,e,0.2,3.3,0,,NA,NA,2,e,0.3,6.7,2000,0,5000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Māori,3.3,,1.7,5.6,1.8,e,0.4,5.1,4.7,e,2.1,8.9,10000,5000,16000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Pacific,4.5,e,0.5,15.8,0,,NA,NA,8,e,0.9,26.7,4000,0,11000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Asian,NA,S,NA,NA,NA,S,NA,NA,0,,NA,NA,NA,NA,NA
adults,Unmet need for specialist due to lack of transport (of those referred),2021,European/Other,0.9,e,0.3,2.1,0.9,e,0.1,3.3,1,e,0.3,2.4,17000,4000,31000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Quintile 1,0.5,e,0.1,1.6,0.6,e,0.1,2.3,NA,S,NA,NA,3000,0,6000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Quintile 2,1.5,e,0.1,6.3,NA,S,NA,NA,0.5,e,0,2.1,7000,0,18000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Quintile 3,NA,S,NA,NA,0,,NA,NA,1.3,e,0,6.4,NA,NA,NA
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Quintile 4,0.8,e,0.2,2,NA,S,NA,NA,0.9,e,0.2,2.6,3000,0,7000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Quintile 5,2.8,,1.5,4.6,1.4,e,0.4,3.7,3.8,e,1.8,6.9,11000,5000,16000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Non-disabled,1,,0.5,1.9,1,e,0.2,3.1,1,,0.4,2,20000,7000,33000
adults,Unmet need for specialist due to lack of transport (of those referred),2021,Disabled,2.8,e,1.3,5.2,NA,S,NA,NA,4.4,e,1.9,8.5,6000,2000,11000
adults,Unmet need for specialist due to hospital declining (total population),2021,Total,1.1,,0.7,1.7,1,,0.5,1.9,1.2,,0.7,2,47000,29000,65000
adults,Unmet need for specialist due to hospital declining (total population),2021,15-24,1.7,e,0.5,4.1,2.6,e,0.5,7.9,0.7,e,0.1,2.5,11000,1000,21000
adults,Unmet need for specialist due to hospital declining (total population),2021,25-34,1.7,e,0.6,3.6,NA,S,NA,NA,2.7,e,0.9,6,13000,3000,22000
adults,Unmet need for specialist due to hospital declining (total population),2021,35-44,0.8,e,0.2,2.1,NA,S,NA,NA,1.2,e,0.2,3.3,5000,0,10000
adults,Unmet need for specialist due to hospital declining (total population),2021,45-54,1.1,e,0.4,2.5,1,e,0.3,2.6,1.3,e,0.2,4.1,7000,1000,13000
adults,Unmet need for specialist due to hospital declining (total population),2021,55-64,1,e,0.4,2,0.6,e,0.1,2.1,1.3,e,0.4,3.3,6000,1000,11000
adults,Unmet need for specialist due to hospital declining (total population),2021,65-74,0.6,e,0.1,1.7,0.8,e,0.1,3.3,NA,S,NA,NA,3000,0,6000
adults,Unmet need for specialist due to hospital declining (total population),2021,75+,0.6,e,0.1,1.8,0.7,e,0,3,0.6,e,0.1,2.4,2000,0,5000
adults,Unmet need for specialist due to hospital declining (total population),2021,Māori,0.6,e,0.2,1.4,0.8,e,0.2,2.2,0.5,e,0.1,1.7,4000,1000,7000
adults,Unmet need for specialist due to hospital declining (total population),2021,Pacific,1.6,e,0.4,3.9,1.4,e,0.1,6.1,1.7,e,0.3,5.3,4000,0,8000
adults,Unmet need for specialist due to hospital declining (total population),2021,Asian,1.1,e,0.2,2.9,1.5,e,0.2,5,NA,S,NA,NA,7000,0,14000
adults,Unmet need for specialist due to hospital declining (total population),2021,European/Other,1.2,,0.7,1.8,0.9,e,0.3,1.9,1.4,,0.8,2.4,36000,21000,52000
adults,Unmet need for specialist due to hospital declining (total population),2021,Quintile 1,0.6,e,0.2,1.5,0.4,e,0,1.6,0.7,e,0.1,2.5,5000,0,9000
adults,Unmet need for specialist due to hospital declining (total population),2021,Quintile 2,1.5,e,0.5,3.3,0.9,e,0.1,3.5,2,e,0.7,4.6,12000,2000,23000
adults,Unmet need for specialist due to hospital declining (total population),2021,Quintile 3,1.4,e,0.4,3.3,2.4,e,0.5,7,0.5,e,0.1,1.3,12000,1000,22000
adults,Unmet need for specialist due to hospital declining (total population),2021,Quintile 4,1,e,0.4,2.1,0.6,e,0.1,1.8,1.4,e,0.4,3.5,8000,2000,15000
adults,Unmet need for specialist due to hospital declining (total population),2021,Quintile 5,1.2,e,0.4,2.7,0.8,e,0.2,2.2,1.5,e,0.3,4.6,10000,1000,18000
adults,Unmet need for specialist due to hospital declining (total population),2021,Non-disabled,0.9,,0.5,1.3,0.7,e,0.3,1.4,1.1,,0.5,1.9,33000,19000,47000
adults,Unmet need for specialist due to hospital declining (total population),2021,Disabled,3.9,e,1.6,7.8,4.7,e,0.9,14,3.1,e,1.1,6.7,14000,4000,24000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Total,2.1,,1.4,3.1,1.9,e,0.9,3.6,2.3,,1.3,3.6,47000,29000,65000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,15-24,4,e,1.1,9.9,6.6,e,1.1,19.7,1.5,e,0.2,5.5,11000,1000,21000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,25-34,4.1,e,1.5,8.5,NA,S,NA,NA,5.4,e,1.8,12.1,13000,3000,22000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,35-44,1.6,e,0.4,4,NA,S,NA,NA,2.1,e,0.4,6,5000,0,10000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,45-54,1.9,e,0.7,4.3,1.7,e,0.4,4.5,2.1,e,0.3,6.7,7000,1000,13000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,55-64,1.6,e,0.6,3.3,1,e,0.1,3.3,2.2,e,0.6,5.4,6000,1000,11000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,65-74,0.8,e,0.1,2.6,1.1,e,0.1,4.5,NA,S,NA,NA,3000,0,6000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,75+,1.1,e,0.2,3,1,e,0,4.4,1.2,e,0.1,4.4,2000,0,5000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Māori,1.2,e,0.4,2.7,1.5,e,0.3,4,1,e,0.1,3.2,4000,1000,7000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Pacific,4.4,e,1.3,10.9,4.2,e,0.3,16.9,4.7,e,0.8,14.1,4000,0,8000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Asian,2.8,e,0.6,7.5,4.7,e,0.7,14.7,NA,S,NA,NA,7000,0,14000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,European/Other,2,,1.2,3,1.5,e,0.5,3.3,2.4,,1.3,4,36000,21000,52000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Quintile 1,0.9,e,0.3,2.4,0.7,e,0.1,2.7,1.2,e,0.2,4.2,5000,0,9000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Quintile 2,2.7,e,0.9,6.1,1.7,e,0.1,6.8,3.6,e,1.2,8.3,12000,2000,23000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Quintile 3,2.6,e,0.8,6,4.3,e,0.9,11.9,0.9,e,0.2,2.5,12000,1000,22000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Quintile 4,2,e,0.8,4.2,1.3,e,0.2,3.9,2.5,e,0.7,6.5,8000,2000,15000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Quintile 5,2.5,e,0.8,5.6,1.8,e,0.4,4.9,3,e,0.6,8.8,10000,1000,18000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Non-disabled,1.7,,1,2.5,1.3,e,0.5,2.8,2,,1,3.5,33000,19000,47000
adults,Unmet need for specialist due to hospital declining (of those referred),2021,Disabled,6,e,2.5,11.7,7.6,e,1.4,21.7,4.6,e,1.7,9.9,14000,4000,24000
adults,Unmet need for specialist due to condition resolving (total population),2021,Total,1,,0.7,1.5,1,,0.5,1.8,1,,0.5,1.8,42000,26000,59000
adults,Unmet need for specialist due to condition resolving (total population),2021,15-24,1.7,e,0.5,4.5,1.8,e,0.3,5.8,1.6,e,0.1,7,11000,0,22000
adults,Unmet need for specialist due to condition resolving (total population),2021,25-34,1.1,e,0.5,2,0.9,e,0.2,2.4,1.3,e,0.4,2.9,8000,3000,13000
adults,Unmet need for specialist due to condition resolving (total population),2021,35-44,1.4,e,0.6,2.8,1.7,e,0.5,4.3,1.1,e,0.2,3.1,9000,3000,16000
adults,Unmet need for specialist due to condition resolving (total population),2021,45-54,0.7,e,0.1,2.9,NA,S,NA,NA,NA,S,NA,NA,5000,0,12000
adults,Unmet need for specialist due to condition resolving (total population),2021,55-64,0.5,e,0.1,1.3,NA,S,NA,NA,0.8,e,0.1,2.4,3000,0,6000
adults,Unmet need for specialist due to condition resolving (total population),2021,65-74,0.5,e,0,2.2,NA,S,NA,NA,NA,S,NA,NA,2000,0,6000
adults,Unmet need for specialist due to condition resolving (total population),2021,75+,1.3,e,0.3,3.4,1.2,e,0.1,4.4,1.3,e,0.1,5.4,5000,0,9000
adults,Unmet need for specialist due to condition resolving (total population),2021,Māori,1,e,0.2,2.7,1.4,e,0.1,5.2,0.6,e,0.1,2,6000,0,12000
adults,Unmet need for specialist due to condition resolving (total population),2021,Pacific,1.6,e,0.2,6.1,2.5,e,0.1,12.6,NA,S,NA,NA,4000,0,11000
adults,Unmet need for specialist due to condition resolving (total population),2021,Asian,1.7,e,0.5,3.9,1.6,e,0.4,4,1.8,e,0.2,7.1,11000,1000,20000
adults,Unmet need for specialist due to condition resolving (total population),2021,European/Other,0.9,,0.5,1.4,0.8,e,0.3,1.7,0.9,e,0.5,1.6,27000,16000,39000
adults,Unmet need for specialist due to condition resolving (total population),2021,Quintile 1,1.2,e,0.4,2.7,1.9,e,0.5,4.8,NA,S,NA,NA,9000,1000,18000
adults,Unmet need for specialist due to condition resolving (total population),2021,Quintile 2,1.6,e,0.7,3.2,1,e,0.3,2.6,2.2,e,0.6,5.3,13000,4000,23000
